mr,utt
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",_|name|_ is a _|eatType|_ that provides _|food|_ food with prices that range around £20-25. it is located on the _|area|_ near raja _|food|_ cuisine and is kids friendly.
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","_|name|_ serves _|food|_ food and coffee for £20-25. it's by the river, near raja _|food|_ cuisine, and welcomes kids."
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",_|name|_ is a kids friendly _|eatType|_ that provides _|food|_ food with prices that range around £20-25. located in the _|area|_ near raja _|food|_ cuisine.
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","_|name|_ is an average-priced _|eatType|_ near raja _|food|_ cuisine, by the river. kids welcome."
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","near raja _|food|_ cuisine, by the _|area|_, _|name|_ is a _|eatType|_ offering _|food|_ food at a price range of £20-25. it is ideal for kids."
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","_|name|_, located on the _|area|_ near raja _|food|_ cuisine, is a kid-friendly _|eatType|_ that serves moderately-priced _|food|_."
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","_|name|_ is a _|eatType|_  which provides _|food|_ food at £20-25. located by the _|area|_ near raja _|food|_ cuisine, it is ideal for children"
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",_|name|_ is an _|food|_ _|eatType|_ located in the _|area|_ near raja _|food|_ cuisine. it has a cheap price range and is family friendly.
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","_|name|_ is an _|eatType|_ serving _|food|_ food. they are low cost and family friendly, located in _|area|_ near raja _|food|_ cuisine."
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",in the _|area|_ is an _|food|_ _|eatType|_ near raja _|food|_ cuisine called _|name|_. it has a cheap price range and is family friendly.
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",_|name|_ is a _|eatType|_ providing _|food|_ food in the cheap price range. it is located in the _|area|_. it is near raja _|food|_ cuisine.
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","_|name|_ is an inexpensive, family friendly _|eatType|_ in _|area|_ serving _|food|_ food. you can find it near raja _|food|_ cuisine."
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[cheap], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",_|name|_ _|eatType|_ has _|food|_ food at cheap prices. it is located in _|area|_ near raja _|food|_ cuisine.
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",a high priced _|eatType|_ called _|name|_ serves _|food|_ food in the _|area|_ near raja _|food|_ cuisine but is not family friendly.
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","this non kid friendly _|eatType|_ called _|name|_, can be found near raja _|food|_ cuisine in the _|area|_ which offers _|food|_ food at a high price range."
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",_|name|_ _|eatType|_ offers _|food|_ food in the high price range and is not children friendly near raja _|food|_ cuisine.
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","_|name|_ is a high priced _|eatType|_ serving _|food|_ food in the _|area|_ near raja _|food|_ cuisine, not family friendly."
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",an option for _|food|_ cuisine is _|name|_.  this is a _|eatType|_ near raja _|food|_ cuisine in the _|area|_.  this establishment costs more than others and does not allow children.
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","in the centre of the city, near raja _|food|_ cuisine sits a high priced _|eatType|_ called _|name|_, that offers _|food|_ food at a non child friendly establishment."
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",_|name|_ is a _|eatType|_ that provides _|food|_ food at a higher cost.  they are located in the center of the city near raja _|food|_ cuisine and do not allow children.
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","in the high price range, _|name|_ is a  child friendly _|eatType|_ serving _|food|_ food in _|area|_ near raja _|food|_ cuisine."
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","if you are near raja _|food|_ cuisine in _|area|_, check out _|name|_.  it is a high price _|eatType|_ that sells _|food|_ food.  _|name|_ is also children friendly."
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","_|name|_ is a _|eatType|_ that sells _|food|_ food, high price range, located in _|area|_, child friendly, located near raja _|food|_ cuisine"
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",_|name|_ is a _|eatType|_ serving _|food|_ food in the high price range.  it's child friendly and in _|area|_ near raja _|food|_ cuisine.
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","in the high price range, _|name|_ _|eatType|_ is a kid friendly _|eatType|_ located in the center of the city near raja _|food|_ cuisine serves up _|food|_ food."
"name[The Vaults], eatType[restaurant], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","_|name|_ _|eatType|_ offers _|food|_ food in the high price range. located in the center of the city, this child friendly dining choice is located near raja _|food|_ cuisine."
"name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","the rare combo of _|food|_ food in a _|eatType|_ can be found at _|name|_.  the price is high, but it is children friendly.  _|name|_ is near raja _|food|_ cuisine in the _|area|_."
"name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",an expensive adult _|food|_ _|eatType|_ near raja _|food|_ cuisine located _|area|_ is _|name|_.
"name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",_|name|_ is a _|eatType|_ providing _|food|_ food in the high price range. it is located in the _|area|_. it is near raja _|food|_ cuisine.
"name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",_|name|_ is an _|food|_ _|eatType|_ and _|eatType|_ located in the _|area|_ area near the raja _|food|_ cuisine.  prices are in the high range and it is not child friendly.
"name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",the _|area|_ area has a _|eatType|_ called _|name|_ which offers a _|eatType|_ and _|food|_ food. it is located near the raja _|food|_ cuisine.  prices are in the high range. it is not child friendly.
"name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[no], near[Raja Indian Cuisine]",_|name|_ is an expensive _|food|_ _|eatType|_  located _|area|_ near raja _|food|_ cuisine.  it is not family-friendly.
"name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",the _|eatType|_ called _|name|_ serves _|food|_ food and is near to raja _|food|_ cuisine. _|name|_ is child-friendly and is in _|area|_. it has a high price range however
"name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",_|name|_ is a _|eatType|_ near to raja _|food|_ cuisine that is child-friendly. it has a high price range but is located in _|area|_
"name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",_|name|_ is a _|food|_ _|eatType|_ in the high price range in the _|area|_ area of raja _|food|_ cuisine and is children friendly.
"name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","enjoy coffee and treat the kids to authentic _|food|_ food at  _|name|_. a high priced establishment near raja _|food|_ cuisine, in _|area|_."
"name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",_|name|_ is a highly priced _|eatType|_ that provides _|food|_ food. it is located in _|area|_ near raja _|food|_ cuisine. it is children friendly.
"name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",_|name|_ is a children friendly _|food|_ _|eatType|_ in the high price range in the _|area|_ area of raja _|food|_ cuisine.
"name[The Waterman], eatType[pub], food[Indian], priceRange[high], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","_|name|_ is an expensive, kid friendly _|eatType|_ that serves _|food|_ cuisine in _|area|_ near raja _|food|_ cuisine."
"name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",there's a non family friendly _|food|_ _|eatType|_ called _|name|_ near raja _|food|_ cuisine in the city center for less than £20.
"name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",_|name|_  is a _|eatType|_  providing _|food|_ food  in the low price range. it is located in the _|area|_ however not family friendly it is  near raja _|food|_ cuisine.
"name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","there is a inexpensive _|food|_ _|eatType|_ called _|name|_, near raja _|food|_ cuisine in the _|area|_ its not for all the family."
"name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]","_|name|_ is a _|eatType|_ that serves _|food|_ food for less than £20. it is located near raja _|food|_ cuisine, in the _|area|_. not family friendly."
"name[The Waterman], eatType[pub], food[Indian], priceRange[less than £20], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",there is a _|eatType|_ in the _|area|_ serving _|food|_ food and costing less than  £20. it's called _|name|_ and is near raja _|food|_ cuisine. not family friendly.
